Epoch,Training loss,Validation loss,Training accuracy,Validation accuracy,Training F1 score,Validation F1 score,Training precision,Validation precision
42,0.31732142219940823,0.27923375368118286,0.8994791507720947,0.9071428775787354,0.8795506358146667,0.8678525686264038,0.849337100982666,0.849337100982666
43,0.3210831839177344,0.29814698440688,0.8977430462837219,0.8848214149475098,0.8748672604560852,0.828000009059906,0.8428162336349487,0.8428162336349487
44,0.3058713186118338,0.32164265641144346,0.9131944179534912,0.8959821462631226,0.8925655484199524,0.8667809963226318,0.852277398109436,0.852277398109436
45,0.30970534930626553,0.2912129248891558,0.9039930701255798,0.8928571343421936,0.8820644021034241,0.8511166572570801,0.8482362627983093,0.8482362627983093
46,0.3192054074671533,0.2812397799321583,0.895312488079071,0.9183035492897034,0.8683693408966064,0.9053285121917725,0.8236024975776672,0.8236024975776672
47,0.3018999182515674,0.29712083084242685,0.9116319417953491,0.8790178298950195,0.8907021880149841,0.8232224583625793,0.8517453670501709,0.8517453670501709
48,0.3107753379477395,0.2881394347974232,0.9032986164093018,0.9174107313156128,0.8782513737678528,0.8995110988616943,0.8356904983520508,0.8356904983520508
49,0.3155686482787132,0.2813778540917805,0.8975694179534912,0.9125000238418579,0.8721837401390076,0.8887627720832825,0.8345771431922913,0.8345771431922913
50,0.30629950016736984,0.2897970325180462,0.9076389074325562,0.9116071462631226,0.8815672397613525,0.8807228803634644,0.85161292552948,0.85161292552948
51,0.30084825886620414,0.2750637158751488,0.9076389074325562,0.9174107313156128,0.8862276077270508,0.892629086971283,0.8558446764945984,0.8558446764945984
52,0.30113205230898327,0.2870130389928818,0.9088541865348816,0.918749988079071,0.8877965211868286,0.8982102870941162,0.8508808016777039,0.8508808016777039
53,0.30409665695495075,0.2819245851465634,0.902256965637207,0.9102678298950195,0.8723646402359009,0.8761552572250366,0.8339835405349731,0.8339835405349731
54,0.2977268091506428,0.2743633836507797,0.9149305820465088,0.9116071462631226,0.8872007131576538,0.8824227452278137,0.856063961982727,0.856063961982727
55,0.2971884037057559,0.2870427114622934,0.9050347208976746,0.8915178775787354,0.8813706636428833,0.8596187233924866,0.847372829914093,0.847372829914093
56,0.30045704253845745,0.2642159142664501,0.9026041626930237,0.9191964268684387,0.8776444792747498,0.8779500722885132,0.8439597487449646,0.8439597487449646
57,0.2938062006400691,0.28303611065660206,0.9107638597488403,0.8986607193946838,0.8851140141487122,0.8517308831214905,0.8497853875160217,0.8497853875160217
58,0.30027127265930176,0.2739448866673878,0.9067708253860474,0.9147321581840515,0.88328617811203,0.8904188275337219,0.8544995784759521,0.8544995784759521
59,0.2935517181952794,0.3179501529250826,0.9065971970558167,0.8691964149475098,0.8820175528526306,0.8201350569725037,0.8564735651016235,0.8564735651016235
60,0.29071250475115246,0.27088488212653566,0.9090277552604675,0.9120535850524902,0.8859878182411194,0.8821064829826355,0.8608879446983337,0.8608879446983337
61,0.2969731245603826,0.2731528931430408,0.9017361402511597,0.9080356955528259,0.8752754926681519,0.881062388420105,0.8436703681945801,0.8436703681945801
62,0.2965741989513238,0.25790889986923765,0.9013888835906982,0.9236606955528259,0.8775334358215332,0.8952847123146057,0.8465058207511902,0.8465058207511902
63,0.2869124300777912,0.2691724907074656,0.9057291746139526,0.9142857193946838,0.8831000924110413,0.8796992897987366,0.8570831418037415,0.8570831418037415
64,0.2887829997473293,0.26341252348252703,0.9118055701255798,0.9214285612106323,0.8853790163993835,0.8941035270690918,0.8515625,0.8515625
65,0.2948973240951697,0.2680531782763345,0.9032986164093018,0.9183035492897034,0.877447783946991,0.8997260928153992,0.8535959124565125,0.8535959124565125
66,0.2812369850774606,0.2681380105870111,0.9130208492279053,0.9285714030265808,0.8889381289482117,0.9065420627593994,0.8583047986030579,0.8583047986030579
67,0.2910417355597019,0.2648343326789992,0.9029513597488403,0.9142857193946838,0.8782930374145508,0.8963282704353333,0.8582978844642639,0.8582978844642639
68,0.28622763355573017,0.2611739954778126,0.9069444537162781,0.9227678775787354,0.8832244277000427,0.8976936340332031,0.8534736633300781,0.8534736633300781
69,0.28206315139929455,0.2728421060102327,0.9092013835906982,0.9022321701049805,0.8878404498100281,0.8686262965202332,0.8693826198577881,0.8693826198577881
70,0.28154470895727474,0.2530091915811811,0.9092013835906982,0.918749988079071,0.8849790692329407,0.886956512928009,0.8550786375999451,0.8550786375999451
71,0.27295851500497925,0.27235320849078043,0.9151041507720947,0.9129464030265808,0.8967265486717224,0.8817465305328369,0.8686579465866089,0.8686579465866089
72,0.2822520111997922,0.2486256446157183,0.909375011920929,0.9191964268684387,0.8895938992500305,0.890103280544281,0.8643649816513062,0.8643649816513062
73,0.28500376848710907,0.2569605452673776,0.9060763716697693,0.9196428656578064,0.8803891539573669,0.8985344171524048,0.8530420064926147,0.8530420064926147
74,0.2816083836886618,0.2713883785264833,0.9053819179534912,0.9071428775787354,0.8825684189796448,0.8685208559036255,0.8572624325752258,0.8572624325752258
75,0.27019574410385555,0.26014726608991623,0.910937488079071,0.9160714149475098,0.8878198266029358,0.8846626281738281,0.8634623289108276,0.8634623289108276
76,0.2792562217348152,0.2528820570026125,0.9020833373069763,0.9142857193946838,0.8774445652961731,0.884753942489624,0.8580535650253296,0.8580535650253296
77,0.2844317816197872,0.2600526234933308,0.9019097089767456,0.9138392806053162,0.8769330978393555,0.8892713785171509,0.849725604057312,0.849725604057312
78,0.2812553337878651,0.25379849331719534,0.9060763716697693,0.9160714149475098,0.8820580244064331,0.893785297870636,0.8507148623466492,0.8507148623466492
79,0.2750437549418873,0.27180195493357523,0.9116319417953491,0.9066964387893677,0.8870645761489868,0.880911648273468,0.8535439968109131,0.8535439968109131
80,0.2737003146774239,0.25213047542742323,0.90625,0.9200893044471741,0.8858350515365601,0.8989271521568298,0.8692945837974548,0.8692945837974548
81,0.2736311120291551,0.2440472458090101,0.9083333611488342,0.9178571701049805,0.880704939365387,0.8977777361869812,0.841900646686554,0.841900646686554
82,0.27005406013793415,0.23910052329301834,0.9088541865348816,0.9321428537368774,0.888321578502655,0.9145106673240662,0.8718162775039673,0.8718162775039673
83,0.2693315086265405,0.26145496112959726,0.9138888716697693,0.9138392806053162,0.8944231867790222,0.8980454802513123,0.8692594170570374,0.8692594170570374
84,0.26339525398280883,0.2549414432474545,0.9157986044883728,0.9142857193946838,0.8974846601486206,0.896551787853241,0.876910388469696,0.876910388469696
85,0.26455244339174694,0.26757413361753735,0.9135416746139526,0.9169642925262451,0.8904049396514893,0.8941980004310608,0.8660102486610413,0.8660102486610413
86,0.2759932660394245,0.25503329932689667,0.9043402671813965,0.9084821343421936,0.8720092177391052,0.8881614804267883,0.8379464149475098,0.8379464149475098
87,0.270967202881972,0.25276512439761845,0.9104166626930237,0.9183035492897034,0.8902127742767334,0.8999453186988831,0.866252601146698,0.866252601146698
88,0.2641086247232225,0.2757671283824103,0.9126735925674438,0.893750011920929,0.8931378722190857,0.8536285758018494,0.8700330853462219,0.8700330853462219
89,0.2621564157307148,0.2610890397003719,0.9128472208976746,0.9116071462631226,0.8902971744537354,0.8785275816917419,0.871257483959198,0.871257483959198
90,0.27208567866020733,0.2495614556329591,0.9052083492279053,0.9205357432365417,0.8821753263473511,0.8956623673439026,0.8545150756835938,0.8545150756835938
91,0.26056267445286113,0.24419619888067245,0.9152777791023254,0.918749988079071,0.8929824233055115,0.8938156962394714,0.8697137832641602,0.8697137832641602
92,0.272665586322546,0.2548871615103313,0.9076389074325562,0.9075892567634583,0.8787602186203003,0.872615396976471,0.8504631519317627,0.8504631519317627
93,0.26019588609536487,0.2563555953758104,0.9170138835906982,0.9040178656578064,0.8959512114524841,0.8744891881942749,0.8783610463142395,0.8783610463142395
94,0.26197940814826226,0.2472577371767589,0.9144096970558167,0.9196428656578064,0.892988920211792,0.9004424810409546,0.8682988882064819,0.8682988882064819
95,0.27249469401107895,0.2647917919925281,0.9046875238418579,0.903124988079071,0.8796316385269165,0.8706022500991821,0.8561673164367676,0.8561673164367676
96,0.2682062362631162,0.2568656387073653,0.9098958373069763,0.9044643044471741,0.8869526982307434,0.8800448179244995,0.8597972989082336,0.8597972989082336
97,0.26484309178259635,0.21172526053019933,0.9095486402511597,0.9308035969734192,0.8855699300765991,0.9067949652671814,0.8575074672698975,0.8575074672698975
98,0.2694813335935275,0.2382475510239601,0.9085069298744202,0.9294642806053162,0.8900939226150513,0.9085647463798523,0.8829126954078674,0.8829126954078674
99,0.25995728539095986,0.2353548961026328,0.9142361283302307,0.9227678775787354,0.8887386918067932,0.8872964382171631,0.860069751739502,0.860069751739502
